City,State,Country,Property Type clean,Sub-Area clean,Company Name clean,TownShip Name/ Society Name clean,Description clean,ClubHouse Clean,School / University in Township Clean,Hospital in TownShip Clean,Mall in TownShip Clean,Park / Jogging track Clean,Swimming Pool Clean,Gym Clean,Property Area in Sq. Ft. clean,Price in lakhs clean,log Price in lakhs clean,Price by sub-area,Price by company,Price by township_society,Amenities score,Price by Amenities score,Noun_Counts,Verb_Counts,Adjective_Counts,compound,negative,positive,neutral,amenities like,boasts elegant,elegant towers,great community,mantra gold,offering bedroom,quality specification,stories offering,towers stories,world class
pune,maharashtra,india,3.0,vimannagar,oxy buildcorp,oxy beaumonde,proudly presenting oxy beaumonde located vimannagar oxy beaumonde new address luxury comfort offering choice spacious bhk homes presenting super homes oxy beaumonde,1,0,0,0,1,1,1,1189.0,149.0,5.0106352940962555,127.5,127.5,127.5,6.0,121.36200002288817,8,2,6,0.875,0.0,0.345,0.655,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,hinjewadi,kohinoor group,sportsville,offer delightful mix planned apartments along exciting amenities homes adorned branded fittings besides experience comfort convenience times,0,0,0,0,1,1,1,479.0,38.68000030517578,3.680847290107594,87.52666727701823,69.37799987792968,52.46666717529297,3.0,54.24677473498929,5,0,2,0.8834,0.0,0.465,0.535,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,kohinoor group,sportsville,connectivity prime locations make life blissful book super sportsville destination future,0,0,0,0,1,1,1,693.0,58.0,4.07753744390572,87.52666727701823,69.37799987792968,52.46666717529297,4.0,64.43418602610744,7,0,2,0.8316,0.0,0.464,0.536,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,hinjewadi,kohinoor group,sportsville,world world dream world sublime case high quiet contentment every prospect pleases place indulge lightest whims live life abundance deserve,0,0,0,0,1,1,1,725.0,60.72000122070312,4.12260804727304,87.52666727701823,69.37799987792968,52.46666717529297,4.0,64.43418602610744,12,0,3,0.8126,0.0,0.37,0.63,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bt kawade rd,kohinoor group,presidenta,presidenta kohinoor group residential offers perfect combination contemporary architecture features provide comfortable,0,0,0,0,1,1,1,808.0,81.48999786376953,4.412677047975798,106.04899978637695,69.37799987792968,94.74499893188477,4.0,64.43418602610744,4,0,5,0.7906,0.0,0.412,0.588,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bt kawade rd,kohinoor group,presidenta,every presidenta triumph design thinking atenntion requirements ultimate user resident homes different one unique,0,0,0,0,1,1,1,1086.0,108.0,4.6913478822291435,106.04899978637695,69.37799987792968,94.74499893188477,5.0,75.72947364940978,6,0,3,0.4767,0.0,0.193,0.807,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,bhaktamar realities,bhaktamar residency,bhaktamar residency bhaktamar realities residential offers perfect combination contemporary architecture features provide comfortable,1,0,0,0,1,1,1,785.0,74.5,4.324132656254979,69.12111070421007,79.3633321126302,79.3633321126302,5.0,75.72947364940978,5,0,4,0.7906,0.0,0.389,0.611,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,bhaktamar realities,bhaktamar residency,galactic scheme perfect harmony high connectivity bustling hubs city kharadi surrounded natural beauty sides ensuring needs safety security utmost privacy taken care,1,0,0,0,1,1,1,844.0,80.58999633789062,4.401706660556416,69.12111070421007,79.3633321126302,79.3633321126302,5.0,75.72947364940978,12,0,4,0.969,0.0,0.624,0.376,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,bhaktamar realities,bhaktamar residency,presenting new residential address wadgaon sheri melt chaos calm located amidst greens city exactly wish reach end day serene cocoon fun complementary,1,0,0,0,1,1,1,873.0,83.0,4.430816798843313,69.12111070421007,79.3633321126302,79.3633321126302,5.0,75.72947364940978,9,1,7,0.7717,0.115,0.386,0.498,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,susgaon,porwal & anand develkoper,parklane urbanjoy,one finest communities parklane urbanjoy first choice buyers adjacent acres forest array unique amenities upcoming residential property established nibm including smart apartments,1,0,0,0,1,1,1,606.0,47.25,3.876395827784995,55.239999771118164,55.239999771118164,55.239999771118164,5.0,75.72947364940978,3,0,7,0.4019,0.0,0.114,0.886,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,susgaon,porwal & anand develkoper,parklane urbanjoy,parklane urbanjoy includes bhk smart flats elegant creation porwal anand develkoper amongst high residential locality wonderful creation major porwal anand develkoper amongst high residential locality,1,0,0,0,1,1,1,611.0,47.5,3.8815637979434374,55.239999771118164,55.239999771118164,55.239999771118164,5.0,75.72947364940978,10,0,8,0.9136,0.0,0.407,0.593,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,susgaon,porwal & anand develkoper,parklane urbanjoy,luxury homes go level enlarging terms style property large region upcoming apartments,1,0,0,0,1,1,1,626.0,48.43000030517578,3.900557533492766,55.239999771118164,55.239999771118164,55.239999771118164,5.0,75.72947364940978,6,0,2,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,susgaon,porwal & anand develkoper,parklane urbanjoy,parklane urbanjoy inspiring design stirring luxury enveloped verdant surroundings parklane urbanjoy goal deliver developments finely crafted quality finish shine every development inception completion,1,0,0,0,1,1,1,691.0,55.2599983215332,4.029983773227604,55.239999771118164,55.239999771118164,55.239999771118164,5.0,75.72947364940978,11,1,4,0.4215,0.0,0.113,0.887,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,susgaon,porwal & anand develkoper,parklane urbanjoy,parklane urbanjoy ultimate reflection urban chic lifestyle brought porwal anand develkoper hosts lap exclusively designed apartments epitome elegance simplicity parklane urbanjoy comprises every modern amenity required luxury,1,0,0,0,1,1,1,835.0,66.0,4.204692619390966,55.239999771118164,55.239999771118164,55.239999771118164,6.0,121.36200002288817,11,1,7,0.6369,0.0,0.172,0.828,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,susgaon,porwal & anand develkoper,parklane urbanjoy,parklane urbanjoy ultimate reflection urban chic lifestyle brought porwal anand develkoper parklane urbanjoy comprises every modern amenity required luxury,1,0,0,0,1,1,1,854.0,67.0,4.219507705176107,55.239999771118164,55.239999771118164,55.239999771118164,6.0,121.36200002288817,8,0,6,0.2732,0.0,0.104,0.896,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mohammadwadi,porwal  develkoper,khush vista,khush vista magarpatta city located mohammedwadi residential address riverview city mohammedwadi,1,0,0,0,1,0,0,626.0,45.70000076293945,3.8437441810118846,45.60000038146973,45.60000038146973,45.60000038146973,4.0,64.43418602610744,8,0,2,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,mohammadwadi,porwal  develkoper,khush vista,world world sublime case high quiet contentment every prospect pleases place indulge lightest whims live life abundance deserve,1,0,0,0,1,0,0,715.0,45.5,3.8394523125933104,45.60000038146973,45.60000038146973,45.60000038146973,4.0,64.43418602610744,10,0,3,0.7506,0.0,0.33,0.67,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,dhanori,keystone landmark,oxy eterno,oxy eterno ensures coveted lifestyle offers convenient offers facilities rainwater harvesting power backup property fire sprinklers oxy eterno connected parts city via extensive road,0,0,0,0,1,0,0,692.5,59.0,4.0943445622221,81.75,81.75,81.75,3.0,54.24677473498929,8,1,3,-0.34,0.094,0.0,0.906,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,dhanori,keystone landmark,oxy eterno,world world dream world sublime case high quiet contentment every prospect pleases place live life abundance deserve,0,0,0,0,1,0,0,968.0,87.0,4.477336814478207,81.75,81.75,81.75,4.0,64.43418602610744,12,0,3,0.8126,0.0,0.42,0.58,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,dhanori,keystone landmark,oxy eterno,every day come across development stimulates soul inspires senses uplifted greenery around fall love melodious chirps birds soak bliss fresh air day experiences like truly make life magical go ahead embrace,0,0,0,0,1,0,0,996.0,89.0,4.499809670330265,81.75,81.75,81.75,4.0,64.43418602610744,9,3,5,0.9674,0.0,0.498,0.502,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,dhanori,keystone landmark,oxy eterno,oxy eterno acre destination charholi long awaited response progressive luxurious world class projects house premium projects offer lifestyle experiences without urban difficulties pollution traffic space congestion,0,0,0,0,1,0,0,1038.0,92.0,4.532599493153256,81.75,81.75,81.75,4.0,64.43418602610744,12,1,6,0.1994,0.041,0.07,0.889,0,0,0,0,0,0,0,0,0,1
pune,maharashtra,india,1.0,bavdhan budruk,puraniks,abitante fiore,abitante fiore offers create enthralling experience harmonious sensitive surrounding ecology yet facilitates high quality lifestyle built robust foundations universal design world class infrastructure,1,0,0,0,1,1,1,489.0,43.79999923706055,3.8022081223910407,63.28333346048991,90.86625009536743,63.28333346048991,4.0,64.43418602610744,9,1,5,0.7579,0.0,0.273,0.727,0,0,0,0,0,0,0,0,0,1
pune,maharashtra,india,2.0,bavdhan budruk,puraniks,abitante fiore,everyabitante fiore triumph design thinking atenntion requirements ultimate user resident homes different basic amenities,1,0,0,0,1,1,1,598.0,55.29999923706055,4.030694521594322,63.28333346048991,90.86625009536743,63.28333346048991,5.0,75.72947364940978,4,1,5,0.4767,0.0,0.193,0.807,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bavdhan budruk,puraniks,abitante fiore,abitante fiore taken notch higher developments newer demands design also adapted regency come discover refreshingly delightful space,1,0,0,0,1,1,1,616.0,56.5,4.051784947803305,63.28333346048991,90.86625009536743,63.28333346048991,5.0,75.72947364940978,5,5,1,0.5859,0.0,0.192,0.808,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bavdhan budruk,puraniks,abitante fiore,proudly presenting abitante fiore located bavdhan budruk abitante fiore new address luxury comfort offering choice spacious bhk homes presenting super homes abitante fiore,1,0,0,0,1,1,1,692.0,62.29999923706055,4.147885317097375,63.28333346048991,90.86625009536743,63.28333346048991,5.0,75.72947364940978,9,4,4,0.875,0.0,0.333,0.667,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bavdhan budruk,puraniks,abitante fiore,offer delightful mix planned apartments along exciting amenities homes adorned branded fittings besides experience comfort convenience times,1,0,0,0,1,1,1,867.0,79.30000305175781,4.385769658957171,63.28333346048991,90.86625009536743,63.28333346048991,6.0,121.36200002288817,5,0,2,0.8834,0.0,0.465,0.535,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,bavdhan budruk,puraniks,abitante fiore,connectivity prime locations make life blissful basic requirements met ultra tech facilities book super abitante fiore destination future,1,0,0,0,1,1,1,908.0,82.5,4.42484663185681,63.28333346048991,90.86625009536743,63.28333346048991,6.0,121.36200002288817,9,0,3,0.8316,0.0,0.328,0.672,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,lonavala,puraniks,puraniks sayama,world world dream world sublime case high quiet contentment every prospect pleases place indulge lightest whims live life abundance deserve,1,0,0,0,1,1,1,1624.0,159.0,5.075173815233827,173.615,90.86625009536743,173.615,6.0,121.36200002288817,12,0,3,0.8126,0.0,0.37,0.63,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,4.0,lonavala,puraniks,puraniks sayama,galactic scheme perfect harmony high connectivity bustling hubs city kharadi magarpatta city koregaon park viman nagar hadapsar surrounded natural beauty sides ensuring needs safety security utmost privacy taken care,1,0,0,0,1,1,1,1671.04,188.23,5.253842876446207,173.615,90.86625009536743,173.615,7.0,147.738,18,0,4,0.969,0.0,0.525,0.475,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,handewadi,majestique landmarks,rhythm county,wisdom park balewadi chandrarang developers sai shraddha associates residential offers perfect combination contemporary architecture features provide comfortable,0,0,0,0,1,1,0,727.0,45.7400016784668,3.8446003650214258,45.688182310624555,52.345001220703125,52.345001220703125,4.0,64.43418602610744,7,0,4,0.886,0.0,0.426,0.574,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,handewadi,majestique landmarks,rhythm county,urban lifestyle comes chaos everyone trying reach somewhere presenting new residential address handewadito melt chaos calm,0,0,0,0,1,1,0,923.0,58.95000076293945,4.0935108941997855,45.688182310624555,52.345001220703125,52.345001220703125,5.0,75.72947364940978,6,1,4,-0.7184,0.325,0.149,0.526,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,manjri,kalpataru,kalpataru serenity,located amidst greens city exactly wish reach end day serene cocoon fun complementary ready unwind swamp premium facilities posh lifestyle every day kalpataru serenity,1,0,0,0,1,1,1,731.5,59.0,4.0943445622221,64.9,143.892,84.0,5.0,75.72947364940978,9,1,7,0.891,0.0,0.399,0.601,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,manjri,kalpataru,kalpataru serenity,kalpataru biggest opportunity nibm india trusted developer one finest communities kalpataru first choice buyers adjacent acres forest array unique amenities upcoming residential property established nibm,1,0,0,0,1,1,1,1073.5,109.0,4.700480365792417,64.9,143.892,84.0,6.0,121.36200002288817,6,0,4,0.7096,0.0,0.204,0.796,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,kharadi,vijaya laxmi creations,satyam shivam,vijaya laxmi creations includes bhk smart flats elegant creation realty vijaya laxmi creations amongst high residential locality wonderful creation major realty vijaya laxmi creations amongst high residential locality,1,0,0,0,1,0,1,408.0,39.9900016784668,3.713328175464447,66.31062531471252,59.77444500393338,51.32333501180013,4.0,64.43418602610744,9,0,12,0.9612,0.0,0.518,0.482,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,kharadi,vijaya laxmi creations,satyam shivam,luxury homes go level enlarging terms style property large region upcoming apartments satyam shivam right choice,1,0,0,0,1,0,1,546.0,53.9900016784668,4.007151381042851,66.31062531471252,59.77444500393338,51.32333501180013,4.0,64.43418602610744,6,1,4,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,kharadi,vijaya laxmi creations,satyam shivam,satyam shivam inspiring design stirring luxury enveloped verdant surroundings satyam shivam goal deliver developments finely crafted quality finish shine every development inception completion,1,0,0,0,1,0,1,629.0,59.9900016784668,4.110709943828725,66.31062531471252,59.77444500393338,51.32333501180013,4.0,64.43418602610744,11,1,3,0.4215,0.0,0.113,0.887,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,satyam serenity ultimate reflection urban chic lifestyle brought satyam serenity hosts lap exclusively designed apartments epitome elegance simplicity satyam serenity world comprises every modern amenity required luxury,1,0,0,0,1,0,1,378.0,33.0,3.5263605246161616,69.12111070421007,59.77444500393338,64.0,3.0,54.24677473498929,10,1,7,0.6369,0.0,0.172,0.828,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,satyam serenity vijaya laxmi creations located wadgaon sheri residential address satyam serenity loni kalbhor satyam serenity ensures coveted lifestyle offers convenient offers facilities rainwater harvesting power backup property fire sprinklers,1,0,0,0,1,0,1,494.0,47.0,3.871201010907891,69.12111070421007,59.77444500393338,64.0,3.0,54.24677473498929,13,0,6,0.0516,0.073,0.079,0.848,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,satyam serenity connected parts city via extensive road also ammenties premium scale offers lot,1,0,0,0,1,0,1,780.0,70.0,4.2626798770413155,69.12111070421007,59.77444500393338,64.0,4.0,64.43418602610744,5,1,3,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,every day come across development stimulates soul inspires senses uplifted greenery around fall love melodious chirps birds soak bliss fresh air day experiences like truly make life magical go ahead embrace,1,0,0,0,1,0,1,850.0,73.0,4.30406509320417,69.12111070421007,59.77444500393338,64.0,4.0,64.43418602610744,9,3,5,0.9674,0.0,0.498,0.502,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,wonderful taste serenity said found love create around ample lighting unlimited ventilation plentiful privacy splendid calm oasis unlimited peace happiness midst hustling city,1,0,0,0,1,0,1,900.0,78.0,4.3694478524670215,69.12111070421007,59.77444500393338,64.0,4.0,64.43418602610744,12,0,6,0.9726,0.0,0.592,0.408,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,wadgaon sheri,vijaya laxmi creations,satyam serenity,palatial celebration effortless splendid located cusp baner close proximity famous schools every civic amenity imaginable spend less time road,1,0,0,0,1,0,1,930.0,83.0,4.430816798843313,69.12111070421007,59.77444500393338,64.0,4.0,64.43418602610744,11,0,4,0.5859,0.0,0.174,0.826,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,baner,kalpataru,jade residences,jade residences unique landmark luxury simplicity elegant crafted deliver finest life offer choicest understands lives way life,0,0,0,0,1,1,0,1272.5,175.0,5.170483995038151,132.4475000254313,143.892,183.82000000000002,5.0,75.72947364940978,8,0,3,0.5267,0.0,0.227,0.773,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.5,baner,kalpataru,jade residences,comfort locality enables peaceful times quick commute neighbourhood friendly thriving happy spacious smartly planned affordably priced glimpse world jade residences,0,0,0,0,1,1,0,1671.04,188.23,5.253842876446207,132.4475000254313,143.892,183.82000000000002,5.5,108.22799920654298,7,3,4,0.9337,0.0,0.502,0.498,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,4.5,baner,kalpataru,jade residences,confidence comes conviction conviction best practices implemented projects ones implemented globally jade residences,0,0,0,0,1,1,0,1671.04,188.23,5.253842876446207,132.4475000254313,143.892,183.82000000000002,6.5,188.23,2,1,2,0.8176,0.0,0.405,0.595,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,spread acres satyam shery comprises contemporary towers key amenities including modern clubhouse pool residences offer stunning views urbanscape almost open area beautifully landscaped,1,0,0,0,1,0,0,405.0,39.4900016784668,3.701055071497929,58.0439998626709,52.239999771118164,52.239999771118164,3.0,54.24677473498929,6,2,5,0.7216,0.0,0.223,0.777,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,every day come across development stimulates soul inspires senses soak bliss fresh air day experiences like truly make life magical go ahead embrace,1,0,0,0,1,0,0,408.0,39.4900016784668,3.701055071497929,58.0439998626709,52.239999771118164,52.239999771118164,3.0,54.24677473498929,6,3,4,0.9485,0.0,0.538,0.462,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,consists beautiful designed bhk apartments excellent quality construction modern amenities refreshing nature satyam shery fullfills needs every family think,1,0,0,0,1,0,0,392.0,39.4900016784668,3.701055071497929,58.0439998626709,52.239999771118164,52.239999771118164,3.0,54.24677473498929,5,0,4,0.8225,0.0,0.309,0.691,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,urbania mangalam offers life calm serenity benefits city life superbly connected areas located near famous divine place sant dnyaneshwar temple alandi close shree aniruddha bapu upasana temple,1,0,0,0,1,0,0,667.0,64.98999786376953,4.189503183023296,58.0439998626709,52.239999771118164,52.239999771118164,4.0,64.43418602610744,10,1,8,0.8176,0.0,0.262,0.738,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,satyam shrey residential comprising bhk units single tower comprising total units distributed equally floors apartments designed specifically keeping mind requirements optimum utilization usable space,1,0,0,0,1,0,0,641.0,64.98999786376953,4.189503183023296,58.0439998626709,52.239999771118164,52.239999771118164,4.0,64.43418602610744,5,2,6,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,bavdhan,vijaya laxmi infrarealtors,satyam shery,vijaya laxmi infrarealtors aspirational residential bavdhan one fastest growing suburbs beautifully designed people settle less residential development array features,1,0,0,0,1,0,0,665.0,64.98999786376953,4.189503183023296,58.0439998626709,52.239999771118164,52.239999771118164,4.0,64.43418602610744,5,2,3,0.6597,0.0,0.241,0.759,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,1.0,talegoan,calyx spaces,atulya kanhe,uplifted greenery around atulya kanhe fall love melodious chirps birds soak bliss fresh air day experiences like truly make life magical go ahead embrace,1,0,0,0,1,1,1,280.0,13.1899995803833,2.6525374616006543,15.24000024795532,15.24000024795532,15.24000024795532,4.0,64.43418602610744,7,3,6,0.9509,0.0,0.499,0.501,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,talegoan,calyx spaces,atulya kanhe,thought things incorporated bhk flats suit modern urban lifestyle incorporated east spread approx acres prime location along magarpatta road,1,0,0,0,1,0,1,385.0,17.29000091552734,2.9063545124589427,15.24000024795532,15.24000024795532,15.24000024795532,4.0,64.43418602610744,6,0,5,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,baner,supreme,supreme estia,every day come across development stimulates soul inspires senses uplifted greenery around fall love melodious chirps birds soak bliss fresh air day,1,0,0,0,1,1,1,730.0,87.0,4.477336814478207,132.4475000254313,141.0575,141.0575,5.0,75.72947364940978,7,0,4,0.9337,0.0,0.47,0.53,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,baner,supreme,supreme estia,proximity kharadi kalyani nagar koregaon park providing work n fun within easy driving distance east situated near supreme estia several reputed schools vicinity get better,1,0,0,0,1,1,1,1135.0,129.0,4.867534450455582,132.4475000254313,141.0575,141.0575,6.0,121.36200002288817,9,3,4,0.9136,0.0,0.388,0.612,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,baner,supreme,supreme estia,supreme estia name emanates feeling exclusivity magnificence premium spice inspired essence exclusive gift nature supreme constructions proudly presents supreme estia methodically planned residential bhk apartments accessorized smart specs indulging amenities,1,0,0,0,1,1,1,1350.0,160.0,5.081404364984463,132.4475000254313,141.0575,141.0575,6.0,121.36200002288817,11,3,6,0.981,0.0,0.597,0.403,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,4.0,baner,supreme,supreme estia,every day come across development stimulates soul inspires senses uplifted greenery around fall love melodious chirps birds experiences like truly make life magical go ahead embrace,1,0,0,0,1,1,1,1600.0,188.23,5.253842876446207,132.4475000254313,141.0575,141.0575,7.0,147.738,7,3,3,0.9413,0.0,0.457,0.543,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,baner,tejraaj group,tej elevia,lifestyle abundance fourishes amidst essentials bountiful took best talents planners realty experts along dedication passion love present best work,0,0,0,0,1,1,1,789.0,95.0,4.564348191467836,132.4475000254313,115.0,115.0,4.0,64.43418602610744,4,1,3,0.9618,0.0,0.571,0.429,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,3.0,baner,tejraaj group,tej elevia,proud sure fall love created actualize dreams aspirations exclusive landmark brilliance sophistication basic needs,0,0,0,0,1,1,1,1107.0,135.0,4.912654885736052,132.4475000254313,115.0,115.0,5.0,75.72947364940978,5,0,5,0.9584,0.0,0.778,0.222,0,0,0,0,0,0,0,0,0,0
pune,maharashtra,india,2.0,baner,vtp reality,vtp solitaire,beautiful collection ultra modern homes defi nitely exceed expectations elite spaces crafted connoisseurs fine taste admire class craft iconic creation basic amenities,1,0,0,0,1,1,1,776.0,90.68000030517578,4.518304256295136,132.4475000254313,69.9466667175293,90.68000030517578,5.0,75.72947364940978,6,1,7,0.872,0.0,0.377,0.623,0,0,0,0,0,0,0,0,0,0
